locale;code;name;descr
"hr";readOnlyValue;Vrijednost samo za čitanje;Vrijednost samo za čitanje
"hr";writableValue;Vrijednost pretočiva u pismo;Vrijednost pretočiva u pismo
"hr";mapping;Mapiranje;Mapiranje
