locale;code;name;descr
"cs";string;Řetězec;Řetězec
"cs";number;Číslo;Číslo
"cs";date;Datum;Datum
"cs";datetime;Datum a čas;Datum a čas
"cs";boolean;Logická hodnota;Logická hodnota
