locale;code;name;descr
"en_US_saprigi";success;⁪⁪⁪‍‌‍‍‌​‌​‍‍‍‌​‍‌​‍​‍​‍‍‌‍‍‍‌‌​​​‍‌‌‌‌‌​‍​⁪Success⁪⁪;⁪⁪⁪‍‌​‍‌‌‍​‌‌​​​​‍‌‍‍‌‍‌‌‌‍‍​​‌‍‍‍​​​‍‌​‍‌⁪Success⁪⁪
"en_US_saprigi";info;⁪⁪⁪‍‌​​​‍‌‌‌‌‍‍‌‍‍​‌‍‍‌‍‍‌‌​‍​‌‍​‍‌‌‍‍​​​‌‍⁪Information⁪⁪;⁪⁪⁪‌‌‍​‍​​‍​‍‍‌‌​‌‌‌‍‍​‍​​​​​‍​​​​‌‌​​‌‍‌‌‍⁪Information⁪⁪
"en_US_saprigi";warning;⁪⁪⁪‌‌‌​​‌​​‌​​‍​‍‌‍‍‌‍‌‍‍​‌‌​‌‌​​​‌‍​​‌​‍​​‌⁪Warning⁪⁪;⁪⁪⁪‌‌‌‌‍‌‌​‌‌‍​​‌‍‌‌‍‌​‍​‌​​​‌‌‍‍​‍‍​​‍‌‍​‌⁪Warning⁪⁪
"en_US_saprigi";error;⁪⁪⁪‌​‌‌​​‍​‌‌​​​‌‌‌‍‍​​‌​‌‌‍‍​‍​​‌​‍​‍‍​‍‌‌​⁪Error⁪⁪;⁪⁪⁪‍​​​‌‍‍‌​​‍‍‌‍‍‍‌‌‌​‌‍​‍‌‌​‍‍​‍‍​‌‌​​​‍‌⁪Error⁪⁪
