locale;code;name;descr
"el";requested;Ζητήθηκε;Ζητήθηκε
"el";running;Εκτελείται;Εκτελείται
"el";completed;Ολοκληρώθηκε;Ολοκληρώθηκε
"el";completedWithWarning;Completed with Warning;Προειδοποίηση
"el";completedWithError;Completed with Error;Σφάλμα
"el";failed;Απέτυχε;Απέτυχε
"el";cancelRequested;Ακύρωση Απαιτήθηκε;Ζητήθηκε
"el";canceled;Ακυρώθηκε;Ακυρώθηκε
