locale;code;name;descr
"sk";readOnlyValue;Hodnota iba na čítanie;Hodnota iba na čítanie
"sk";writableValue;Zapisovateľná hodnota;Zapisovateľná hodnota
"sk";mapping;Priradenie;Priradenie
