locale;code;name;descr
"es";requested;Solicitado;Solicitado
"es";running;En ejecución;En ejecución
"es";completed;Completado;Completado
"es";completedWithWarning;Completado con advertencia;Advertencia
"es";completedWithError;Completado con error;Error
"es";failed;Fallido;Fallido
"es";cancelRequested;Cancelación solicitada;Solicitada
"es";canceled;Cancelado;Cancelado
